										[ it-pron be-v	31217 ]										
										[ thing-n be-v	589 ]										
										[ state-v that-that	580 ]										
										[ recognise-v that-that	577 ]										
										[ impression-n that-that	573 ]										
										[ here-adv be-v	572 ]										
										[ it-pron have-ed	567 ]										
										[ be-v worth-adj	561 ]										
										[ sense-n that-that	558 ]										
										[ be-v essential-adj	557 ]										
										[ prove-v that-that	554 ]										
										[ it-pron become-ed	548 ]										
										[ be-v always-adv	547 ]										
										[ be-v no-_ doubt-n	541 ]										
										[ be-v possible-adj that-that	540 ]										
										[ it-pron mean-v	538 ]										
										[ take-v place-n	534 ]										
										[ it-pron be-v possible-adj that-that	529 ]										
										[ confident-adj that-that	528 ]										
										[ time-n that-that	519 ]										
										[ suppose-v that-that	517 ]										
										[ do-v so-adv	514 ]										
										[ it-pron may-_ be-v that-that	498 ]										
										[ get-v that-that	496 ]										
										[ have-v that-that	496 ]										
										[ it-pron be-ed that-that	496 ]										
										[ it-pron be-v likely-adj	493 ]										
										[ be-v something-n	489 ]										
										[ be-v important-adj that-that	487 ]										
										[ only-adv that-that	483 ]										
										[ hope-n that-that	482 ]										
										[ find-v out-adv	481 ]										
										[ point-n be-v	481 ]										
										[ be-v that-that it-pron be-v	480 ]										
										[ go-v on-adv	478 ]										
										[ it-pron be-v important-adj that-that	477 ]										
										[ be-v part-n	476 ]										
										[ be-v that-that there-e be-v	473 ]										
										[ realize-v that-that	462 ]										
										[ be-v easy-adj	456 ]										
										[ it-pron appear-v that-that	455 ]										
										[ go-v back-adv	454 ]										
										[ it-pron follow-v	454 ]										
										[ it-pron be-ed clear-adj	449 ]										
										[ it-pron be-v true-adj	447 ]										
										[ it-pron do-v	443 ]										
										[ suggestion-n that-that	441 ]										
										[ follow-v that-that	439 ]										
										[ case-n that-that	436 ]										
										[ be-v there-adv	435 ]										
										[ be-v likely-adj that-that	432 ]										
										[ be-v aware-adj that-that	431 ]										
										[ be-v no-_ doubt-n that-that	431 ]										
										[ it-pron come-v	429 ]										
										[ it-pron be-v likely-adj that-that	428 ]										
										[ here-adv that-that	424 ]										
										[ check-v that-that	418 ]										
										[ extent-n that-that	417 ]										
										[ be-v only-adv	415 ]										
										[ demonstrate-v that-that	412 ]										
										[ be-v probably-adv	411 ]										
										[ suspect-v that-that	411 ]										
										[ consider-v that-that	410 ]										
										[ later-adv that-that	406 ]										
										[ it-pron be-_ say-ed	405 ]										
										[ it-pron might-_ be-v	402 ]										
										[ likely-adj to-to be-v	397 ]										
										[ it-pron be-_ hop-ed	391 ]										
										[ discover-v that-that	390 ]										
										[ it-pron seem-ed that-that	390 ]										
										[ learn-v that-that	390 ]										
										[ make-v up-adv	390 ]										
										[ be-v nothing-n	388 ]										
										[ conclusion-n that-that	388 ]										
										[ essential-adj that-that	385 ]										
										[ point-n that-that	385 ]										
										[ it-pron make-v	384 ]										
										[ be-v true-adj that-that	382 ]										
										[ it-pron be-v essential-adj	379 ]										
										[ be-v more-adj	376 ]										
										[ be-v responsible-adj	376 ]										
										[ be-v interesting-adj	374 ]										
										[ be-v therefore-adv	374 ]										
										[ problem-n be-v that-that	373 ]										
										[ appear-v to-to be-v	370 ]										
										[ carry-v out-adv	370 ]										
										[ knowledge-n that-that	370 ]										
										[ well-adv that-that	368 ]										
										[ be-v to-to say-v	366 ]										
										[ fact-n be-v	366 ]										
										[ it-pron be-v unlikely-adj	364 ]										
										[ it-pron be-_ hop-ed that-that	363 ]										
										[ be-v right-adj	361 ]										
										[ it-pron should-_ be-v	356 ]										
										[ apparent-adj that-that	355 ]										
										[ news-n that-that	355 ]										
										[ deny-v that-that	351 ]										
										[ sort-n of-of thing-n	351 ]										
										[ come-v up-adv	347 ]										
										[ it-pron be-_ suggest-ed	347 ]										
										[ go-v out-adv	345 ]										
										[ result-n be-v	345 ]										
										[ however-adv ,-, it-pron be-v	343 ]										
										[ however-adv ,-, be-v	341 ]										
										[ it-pron be-v true-adj that-that	341 ]										
										[ be-v here-adv	340 ]										
										[ come-v back-adv	340 ]										
										[ it-pron up-adv	340 ]										
										[ reveal-v that-that	340 ]										
										[ it-pron be-ed clear-adj that-that	339 ]										
										[ be-v such-adj	338 ]										
										[ it-pron should-_ be-_ note-ed	338 ]										
										[ turn-v out-adv	338 ]										
										[ it-pron take-v	335 ]										
										[ it-pron be-ed also-adv	334 ]										
										[ it-pron mean-v that-that	334 ]										
										[ system-n be-v	332 ]										
										[ it-pron go-v	330 ]										
										[ view-n be-v	330 ]										
										[ it-pron be-_ report-ed	327 ]										
										[ mind-n that-that	327 ]										
										[ be-v different-adj	325 ]										
										[ notice-v that-that	325 ]										
										[ be-v such-adj that-that	323 ]										
										[ it-pron be-v worth-adj	321 ]										
										[ be-v unlikely-adj that-that	320 ]										
										[ much-adv that-that	320 ]										
										[ it-pron out-adv	319 ]										
										[ need-v to-to be-v	319 ]										
										[ be-v usually-adv	318 ]										
										[ nothing-n to-to do-v	318 ]										
										[ forget-v that-that	317 ]										
										[ imagine-v that-that	317 ]										
										[ have-v to-to do-v	316 ]										
										[ it-pron take-ed	316 ]										
										[ require-v that-that	316 ]										
										[ order-n that-that	315 ]										
										[ end-v up-adv	314 ]										
										[ be-v happy-adj	313 ]										
										[ it-pron '-v just-adv that-that	310 ]										
										[ it-pron be-v unlikely-adj that-that	310 ]										
										[ fear-v that-that	307 ]										
										[ it-pron come-ed	307 ]										
										[ report-v that-that	307 ]										
										[ it-pron say-v	306 ]										
										[ be-v simply-adv	305 ]										
										[ it-pron be-v difficult-adj	304 ]										
										[ make-v it-pron clear-adj	303 ]										
										[ court-n of-of appeal-n	300 ]										
										[ do-v something-n	300 ]										
										[ explain-v that-that	300 ]										
										[ be-v the-_ fact-n	299 ]										
										[ claim-n that-that	299 ]										
										[ be-v the-_ same-adj	298 ]										
										[ be-v the-_ case-n	294 ]										
										[ it-pron must-_ be-v	294 ]										
										[ be-v certain-adj	293 ]										
										[ it-pron be-_ suggest-ed that-that	293 ]										
										[ it-pron follow-v that-that	293 ]										
										[ be-v impossible-adj	292 ]										
										[ it-pron be-_ say-ed that-that	292 ]										
										[ be-v just-adv	291 ]										
										[ be-v capable-adj	290 ]										
										[ be-v hard-adj	290 ]										
										[ estimate-v that-that	290 ]										
										[ like-v that-that	289 ]										
										[ be-v confident-adj	287 ]										
										[ it-pron be-_ think-ed	287 ]										
										[ evident-adj that-that	286 ]										
										[ notion-n that-that	286 ]										
										[ be-v the-_ fact-n that-that	285 ]										
										[ it-pron have-_ be-_ suggest-ed	285 ]										
										[ life-n be-v	285 ]										
										[ be-v unable-adj	284 ]										
										[ it-pron be-_ hold-ed	283 ]										
										[ it-pron be-ed only-adv	283 ]										
										[ pick-v up-adv	283 ]										
										[ it-pron could-_ be-v	282 ]										
										[ it-pron look-v	282 ]										
										[ be-v interested-adj	280 ]										
										[ answer-n be-v	278 ]										
										[ be-v ,-, however-adv	278 ]										
										[ hear-v that-that	278 ]										
										[ time-n be-ed	278 ]										
										[ work-v out-adv	278 ]										
										[ add-v that-that	277 ]										
										[ it-pron '-v that-that	277 ]										
										[ so-adv that-that	276 ]										
										[ therefore-adv ,-, that-that	274 ]										
										[ afraid-adj that-that	273 ]										
										[ be-v already-adv	273 ]										
										[ be-v essential-adj that-that	273 ]										
										[ be-v to-to be-v	272 ]										
										[ point-n of-of view-n	272 ]										
										[ thing-n be-v that-that	272 ]										
										[ be-v similar-adj	271 ]										
										[ chance-n that-that	270 ]										
										[ it-pron be-v essential-adj that-that	269 ]										
										[ it-pron become-v	269 ]										
										[ it-pron just-adv	268 ]										
										[ do-v anything-n	267 ]										
										[ it-pron be-_ estimate-ed	267 ]										
										[ night-n that-that	267 ]										
										[ probable-adj that-that	267 ]										
										[ recognize-v that-that	267 ]										
										[ fact-n be-v that-that	266 ]										
										[ have-v to-to go-v	266 ]										
										[ be-v evidence-n	265 ]										
										[ it-pron be-v necessary-adj	265 ]										
										[ it-pron do-ed	265 ]										
										[ be-v not-adv to-to say-v	264 ]										
										[ it-pron should-_ be-_ note-ed that-that	264 ]										
										[ be-v free-adj	263 ]										
										[ it-pron be-v interesting-adj	263 ]										
										[ point-n be-v that-that	263 ]										
										[ be-v so-adv	262 ]										
										[ glad-adj that-that	262 ]										
										[ it-pron be-_ agree-ed	262 ]										
										[ reason-n be-v	262 ]										
										[ take-v on-adv	262 ]										
										[ indication-n that-that	259 ]										
										[ be-v more-_ likely-adj	258 ]										
										[ tell-v you-pron that-that	258 ]										
										[ want-v to-to do-v	257 ]										
										[ argument-n that-that	256 ]										
										[ it-pron really-adv	255 ]										
										[ have-v to-to say-v	253 ]										
										[ recommend-v that-that	253 ]										
										[ appreciate-v that-that	252 ]										
										[ day-n that-that	252 ]										
										[ want-v to-to be-v	252 ]										
										[ it-pron would-_ seem-v	251 ]										
										[ acknowledge-v that-that	250 ]										
										[ it-pron have-_ be-_ suggest-ed that-that	250 ]										
										[ maintain-v that-that	250 ]										
										[ convinced-adj that-that	248 ]										
										[ good-adj that-that	248 ]										
										[ it-pron be-_ assume-ed	248 ]										
										[ it-pron be-_ argue-ed	247 ]										
										[ be-v really-adv	246 ]										
										[ effect-n that-that	246 ]										
										[ it-pron be-_ estimate-ed that-that	246 ]										
										[ be-v obvious-adj	244 ]										
										[ get-v away-adv	244 ]										
										[ it-pron appear-ed	244 ]										
										[ work-n be-v	244 ]										
										[ ground-n that-that	243 ]										
										[ it-pron be-v only-adv	243 ]										
										[ make-v it-pron clear-adj that-that	243 ]										
										[ secretary-n of-of state-n	242 ]										
										[ be-v likely-adj to-to be-v	241 ]										
										[ it-pron difficult-adj	241 ]										
										[ really-adv be-v	241 ]										
										[ set-v up-adv	241 ]										
										[ be-v subject-adj	240 ]										
										[ reason-n that-that	240 ]										
										[ reckon-v that-that	238 ]										
										[ be-v no-_ longer-adv	237 ]										
										[ now-adv be-v	237 ]										
										[ speculation-n that-that	237 ]										
										[ also-adv have-v	236 ]										
										[ be-v generally-adv	236 ]										
										[ result-n be-v that-that	236 ]										
										[ view-n be-v that-that	236 ]										
										[ be-v confident-adj that-that	233 ]										
										[ be-v due-adj	233 ]										
										[ be-v ready-adj	233 ]										
										[ be-v vital-adj	233 ]										
										[ time-n be-v	233 ]										
										[ argument-n be-v	232 ]										
										[ it-pron be-v easy-adj	232 ]										
										[ tell-v me-pron that-that	232 ]										
										[ still-adv have-v	231 ]										
										[ be-v not-_ surprising-adj	230 ]										
										[ it-pron be-_ hold-ed that-that	230 ]										
										[ it-pron be-_ think-ed that-that	230 ]										
										[ be-v no-_ evidence-n	229 ]										
										[ it-pron be-_ announce-ed	229 ]										
										[ it-pron be-_ know-ed	228 ]										
										[ now-adv have-v	228 ]										
										[ be-v not-_ surprising-adj that-that	227 ]										
										[ be-v perhaps-adv	227 ]										
										[ give-v up-adv	227 ]										
										[ it-pron be-v not-_ surprising-adj	227 ]										
										[ it-pron be-v not-_ surprising-adj that-that	227 ]										
										[ it-pron now-adv	227 ]										
										[ it-pron make-ed	226 ]										
										[ propose-v that-that	226 ]										
										[ be-v useful-adj	225 ]										
										[ it-pron '-_ get-ed	225 ]										
										[ it-pron be-ed obvious-adj	225 ]										
										[ out-adv to-to be-v	225 ]										
										[ provide-v that-that	225 ]										
										[ get-v rid-adj	224 ]										
										[ it-pron be-_ believe-ed	222 ]										
										[ simply-adv that-that	222 ]										
										[ it-pron be-_ feel-ed	221 ]										
										[ it-pron be-ed then-adv	221 ]										
										[ have-v nothing-n	220 ]										
										[ be-v appropriate-adj	219 ]										
										[ be-v not-adv to-to say-v that-that	219 ]										
										[ be-v willing-adj	219 ]										
										[ course-n ,-, that-that	219 ]										
										[ something-n that-that	219 ]										
										[ be-v well-adv	217 ]										
										[ basis-n that-that	216 ]										
										[ be-v open-adj	216 ]										
										[ first-adj be-v	216 ]										
										[ inevitable-adj that-that	216 ]										
										[ it-pron be-_ agree-ed that-that	216 ]										
										[ take-v up-adv	216 ]										
										[ opinion-n that-that	215 ]										
										[ statement-n that-that	215 ]										
										[ be-v to-to ensure-v	213 ]										
										[ also-adv say-ed	212 ]										
										[ government-n be-v	212 ]										
										[ able-adj to-to do-v	211 ]										
										[ be-v afraid-adj	210 ]										
										[ there-adv that-that	210 ]										
										[ it-pron be-_ assume-ed that-that	209 ]										
										[ truth-n be-v	209 ]										
										[ expect-v that-that	208 ]										
										[ result-n that-that	208 ]										
										[ seem-v to-to me-pron that-that	208 ]										
										[ thought-n that-that	208 ]										
										[ court-n that-that	206 ]										
										[ approach-n be-v	205 ]										
										[ tell-v us-pron that-that	205 ]										
										[ be-v present-adj	204 ]										
										[ it-pron be-v now-adv	204 ]										
										[ vital-adj that-that	204 ]										
										[ come-v out-adv	203 ]										
										[ it-pron possible-adj	203 ]										
										[ principle-n that-that	203 ]										
										[ stress-v that-that	203 ]										
										[ have-v to-to pay-v	202 ]										
										[ it-pron mean-ed	201 ]										
										[ reason-n be-v that-that	200 ]										
										[ decide-v that-that	198 ]										
										[ it-pron be-_ find-ed	198 ]										
										[ it-pron would-_ appear-v	197 ]										
										[ make-v sense-n	197 ]										
										[ predict-v that-that	197 ]										
										[ want-v that-that	197 ]										
										[ therefore-adv that-that	196 ]										
										[ pretend-v that-that	195 ]										
										[ theory-n be-v	195 ]										
										[ it-pron be-v often-adv	194 ]										
										[ question-n be-v	194 ]										
										[ it-pron show-v	193 ]										
										[ be-v less-adj	192 ]										
										[ be-v to-to ensure-v that-that	192 ]										
										[ problem-n be-ed	192 ]										
										[ seem-v likely-adj	192 ]										
										[ be-v ,-, of-of course-n	191 ]										
										[ be-v glad-adj	191 ]										
										[ generally-adv that-that	191 ]										
										[ go-v down-adv	191 ]										
										[ it-pron be-_ believe-ed that-that	191 ]										
										[ take-v over-adv	191 ]										
										[ condition-n that-that	190 ]										
										[ it-pron be-v therefore-adv	190 ]										
										[ it-pron seem-v to-to me-pron that-that	190 ]										
										[ example-n ,-, that-that	189 ]										
										[ make-n sure-adj	189 ]										
										[ be-v a-_ matter-n	188 ]										
										[ be-v back-adv	188 ]										
										[ clearly-adv that-that	188 ]										
										[ proof-n that-that	188 ]										
										[ result-n be-ed	188 ]										
										[ be-v that-that they-pron be-v	187 ]										
										[ give-v rise-n	187 ]										
										[ it-pron be-ed possible-adj	187 ]										
										[ think-v it-pron be-ed	187 ]										
										[ be-v not-adv that-that	186 ]										
										[ concerned-adj that-that	186 ]										
										[ evidence-n suggest-v	186 ]										
										[ have-v a-_ look-n	186 ]										
										[ house-n that-that	186 ]										
										[ it-pron be-_ feel-ed that-that	186 ]										
										[ then-adv ,-, that-that	186 ]										
										[ pleased-adj that-that	185 ]										
										[ too-adv ,-, that-that	185 ]										
										[ be-v evident-adj	184 ]										
										[ be-v grateful-adj	184 ]										
										[ have-v to-to take-v	184 ]										
										[ it-pron have-_ become-ed	184 ]										
										[ be-v little-_ doubt-n	183 ]										
										[ be-v actually-adv	182 ]										
										[ once-adv that-that	182 ]										
										[ world-n be-v	182 ]										
										[ be-v sufficient-adj	181 ]										
										[ it-pron down-adv	181 ]										
										[ it-pron say-ed	181 ]										
										[ idea-n be-v	180 ]										
										[ it-pron occur-ed	180 ]										
										[ be-v wrong-adj	179 ]										
										[ it-pron be-v good-adj	179 ]										
										[ it-pron become-ed clear-adj	179 ]										
										[ it-pron be-_ argue-ed that-that	178 ]										
										[ want-v to-to know-v	178 ]										
										[ assert-v that-that	177 ]										
										[ fear-n that-that	177 ]										
										[ it-pron be-v vital-adj	177 ]										
										[ again-adv that-that	176 ]										
										[ get-v back-adv	176 ]										
										[ it-pron '-v important-adj	176 ]										
										[ recall-v that-that	176 ]										
										[ seem-v likely-adj that-that	176 ]										
										[ be-v ,-, be-v	175 ]										
										[ be-v relevant-adj	175 ]										
										[ have-v something-n	175 ]										
										[ trouble-n be-v	175 ]										
										[ want-v to-to make-v	175 ]										
										[ difference-n be-v	174 ]										
										[ build-v up-adv	173 ]										
										[ it-pron be-_ report-ed that-that	172 ]										
										[ it-pron can-_ be-_ see-ed	172 ]										
										[ spokesman-n say-ed	172 ]										
										[ case-n be-v	171 ]										
										[ it-pron seem-v likely-adj	171 ]										
										[ warn-v that-that	171 ]										
										[ go-v up-adv	170 ]										
										[ it-pron be-_ decide-ed	170 ]										
										[ it-pron be-_ find-ed that-that	170 ]										
										[ sign-n that-that	170 ]										
										[ evidence-n suggest-v that-that	169 ]										
										[ be-v far-adv	168 ]										
										[ be-v so-_ that-that	168 ]										
										[ thing-n be-ed	168 ]										
										[ be-v precisely-adv	167 ]										
										[ be-v then-adv	167 ]										
										[ emphasise-v that-that	167 ]										
										[ it-pron be-ed then-adv that-that	167 ]										
										[ it-pron become-ed clear-adj that-that	167 ]										
										[ it-pron seem-v likely-adj that-that	167 ]										
										[ want-v to-to go-v	167 ]										
										[ be-v great-adj	166 ]										
										[ be-v little-_ doubt-n that-that	166 ]										
										[ life-n be-ed	166 ]										
										[ unaware-adj that-that	166 ]										
										[ also-adv say-ed that-that	165 ]										
										[ be-v no-_ reason-n	165 ]										
										[ week-n that-that	165 ]										
										[ well-adv i-pron think-v	165 ]										
										[ however-adv ,-, there-e be-v	164 ]										
										[ information-n that-that	164 ]										
										[ it-pron would-_ have-_ be-ed	164 ]										
										[ be-v significant-adj	163 ]										
										[ it-pron give-v	163 ]										
										[ here-adv be-v that-that	162 ]										
										[ it-pron be-_ know-ed that-that	162 ]										
										[ complain-v that-that	161 ]										
										[ it-pron be-v obvious-adj	161 ]										
										[ world-n that-that	161 ]										
										[ danger-n that-that	160 ]										
										[ it-pron be-ed obvious-adj that-that	160 ]										
										[ it-pron need-v	160 ]										
										[ make-n sure-adj that-that	160 ]										
										[ much-adv so-_ that-that	160 ]										
										[ think-v it-pron be-v	160 ]										
										[ answer-n be-v that-that	159 ]										
										[ be-v a-_ number-n	159 ]										
										[ be-v certain-adj that-that	159 ]										
										[ be-v obvious-adj that-that	159 ]										
										[ be-v safe-adj	159 ]										
										[ delighted-adj that-that	159 ]										
										[ it-pron be-v impossible-adj	159 ]										
										[ it-pron may-_ well-_ be-v	159 ]										
										[ something-n to-to do-v	159 ]										
										[ take-v account-n	159 ]										
										[ be-v a-_ bit-n	158 ]										
										[ great-adj that-that	158 ]										
										[ have-v to-to make-v	158 ]										
										[ assurance-n that-that	157 ]										
										[ be-v certainly-adv	157 ]										
										[ be-v evidence-n that-that	157 ]										
										[ be-v fair-adj	157 ]										
										[ be-v not-adv always-adv	157 ]										
										[ conviction-n that-that	157 ]										
										[ it-pron can-_ be-v	157 ]										
										[ significant-adj that-that	157 ]										
										[ be-v indeed-adv	156 ]										
										[ effect-n be-v	156 ]										
										[ it-pron turn-ed	156 ]										
										[ take-v advantage-n	156 ]										
										[ be-v delighted-adj	155 ]										
										[ it-pron '-_ go-ing	155 ]										
										[ it-pron appear-ed that-that	155 ]										
										[ it-pron be-v hard-adj	155 ]										
										[ person-n be-v	155 ]										
										[ strongly-adv that-that	155 ]										
										[ government-n be-ed	154 ]										
										[ information-n be-v	154 ]										
										[ it-pron never-adv	154 ]										
										[ recently-adv that-that	154 ]										
										[ be-v correct-adj	153 ]										
										[ be-v high-adj	153 ]										
										[ doubt-v that-that	153 ]										
										[ get-v on-adv	153 ]										
										[ regret-v that-that	153 ]										
										[ situation-n be-v	153 ]										
										[ something-n else-adv	153 ]										
										[ be-v enough-adj	152 ]										
										[ book-n be-v	152 ]										
										[ interesting-adj that-that	152 ]										
										[ be-v probable-adj	151 ]										
										[ it-pron be-ed also-adv that-that	151 ]										
										[ often-adv that-that	151 ]										
										[ want-v to-to see-v	151 ]										
										[ ago-adv that-that	150 ]										
										[ be-v a-_ lot-n	150 ]										
										[ be-v able-adj to-to do-v	150 ]										
										[ hold-v that-that	150 ]										
										[ wan-v na-n	150 ]										
										[ be-v ,-, that-that	149 ]										
										[ be-v careful-adj	149 ]										
										[ hop-v that-that	148 ]										
										[ it-pron be-ed just-adv	148 ]										
										[ it-pron go-ed	148 ]										
										[ language-n be-v	148 ]										
										[ man-n be-ed	148 ]										
										[ everything-n that-that	147 ]										
										[ it-pron look-ed	147 ]										
										[ year-n that-that	147 ]										
										[ be-v consistent-adj	146 ]										
										[ however-adv ,-, be-v that-that	146 ]										
										[ it-pron be-v probable-adj	146 ]										
										[ take-v part-n	146 ]										
										[ guarantee-v that-that	145 ]										
										[ law-n be-v	145 ]										
										[ moment-n that-that	145 ]										
										[ so-adv be-v	145 ]										
										[ well-adv that-det be-ed	145 ]										
										[ widely-adv that-that	145 ]										
										[ come-v down-adv	144 ]										
										[ concern-n that-that	144 ]										
										[ go-v ahead-adv	144 ]										
										[ it-pron 'll-_ be-v	144 ]										
										[ today-n that-that	144 ]										
										[ be-v reasonable-adj	143 ]										
										[ evidence-n to-to suggest-v	143 ]										
										[ have-v to-to have-v	143 ]										
										[ tend-v to-to be-v	143 ]										
										[ company-n be-v	142 ]										
										[ conscious-adj that-that	142 ]										
										[ theory-n that-that	142 ]										
										[ it-pron so-_ that-that	141 ]										
										[ it-pron still-adv	141 ]										
										[ need-v to-to know-v	141 ]										
										[ position-n be-v	141 ]										
										[ suggest-v that-that there-e be-v	141 ]										
										[ be-v very-_ important-adj	140 ]										
										[ have-v you-pron get-ed	140 ]										
										[ it-pron ,-, that-that	140 ]										
										[ it-pron turn-ed out-adv	140 ]										
										[ it-pron turn-v	140 ]										
										[ nothing-n more-adj	140 ]										
										[ though-adv ,-, that-that	140 ]										
										[ education-n be-v	139 ]										
										[ it-pron be-_ announce-ed that-that	139 ]										
										[ notice-n that-that	139 ]										
										[ be-v liable-adj	138 ]										
										[ be-v no-_ evidence-n that-that	138 ]										
										[ it-pron could-_ be-_ argue-ed	138 ]										
										[ risk-n that-that	138 ]										
										[ be-v apparent-adj	137 ]										
										[ be-v probable-adj that-that	137 ]										
										[ happen-v that-that	137 ]										
										[ it-pron only-adv	137 ]										
										[ it-pron would-_ appear-v that-that	137 ]										
										[ really-adv be-ed	137 ]										
										[ recognition-n that-that	137 ]										
										[ also-adv mean-v	136 ]										
										[ be-v to-to make-v	136 ]										
										[ evidence-n to-to suggest-v that-that	136 ]										
										[ it-pron be-v probable-adj that-that	136 ]										
										[ it-pron to-to be-v	136 ]										
										[ look-v forward-adv	136 ]										
										[ put-v up-adv	136 ]										
										[ be-v vital-adj that-that	135 ]										
										[ get-v up-adv	135 ]										
										[ it-pron be-v vital-adj that-that	135 ]										
										[ behaviour-n be-v	134 ]										
										[ do-v nothing-n	134 ]										
										[ have-v no-_ doubt-n	134 ]										
										[ interesting-adj to-to note-v	134 ]										
										[ it-pron '-v good-adj	134 ]										
										[ it-pron can-_ be-_ see-ed that-that	134 ]										
										[ it-pron have-_ be-_ argue-ed	134 ]										
										[ such-adj be-ed	134 ]										
										[ too-adv that-that	134 ]										
										[ earlier-adv that-that	133 ]										
										[ first-adj be-v that-that	133 ]										
										[ it-pron be-_ claim-ed	133 ]										
										[ policy-n be-v	133 ]										
										[ sorry-adj that-that	133 ]										
										[ it-pron remain-v	132 ]										
										[ question-n that-that	132 ]										
										[ want-v to-to get-v	132 ]										
										[ establish-v that-that	131 ]										
										[ have-v access-n	131 ]										
										[ it-pron be-_ decide-ed that-that	131 ]										
										[ make-v that-that	131 ]										
										[ suspicion-n that-that	131 ]										
										[ truth-n be-v that-that	131 ]										
										[ anything-n that-that	130 ]										
										[ house-n of-of lords-n	130 ]										
										[ it-pron be-_ understand-ed	130 ]										
										[ it-pron be-ed here-adv	130 ]										
										[ it-pron be-v evident-adj	130 ]										
										[ it-pron be-v obvious-adj that-that	130 ]										
										[ money-n be-v	130 ]										
										[ be-v helpful-adj	129 ]										
										[ be-v nice-adj	129 ]										
										[ evidence-n be-v	129 ]										
										[ have-v the-_ right-n	129 ]										
										[ it-pron '-_ be-ed	129 ]										
